"experiment_id","experiment_year","treatment_number","plot_id","harvest_date","harvest_yld_matur_dry_wt","obs_summary_comment"
"LTFE_Duernast",2020,NA,14,"2020-08-26",4826,NA
"LTFE_Duernast",2020,NA,15,"2020-08-26",4532,NA
"LTFE_Duernast",2020,NA,16,"2020-08-26",4558,NA
"LTFE_Duernast",2020,NA,17,"2020-08-26",4860,NA
"LTFE_Duernast",2020,NA,18,"2020-08-26",5070,NA
"LTFE_Duernast",2020,NA,19,"2020-08-26",4842,NA
"LTFE_Duernast",2020,NA,20,"2020-08-26",5018,NA
"LTFE_Duernast",2020,NA,21,"2020-08-26",4544,NA
"LTFE_Duernast",2020,NA,22,"2020-08-26",4198,NA
"LTFE_Duernast",2020,NA,23,"2020-08-26",3376,NA
"LTFE_Duernast",2020,NA,24,"2020-08-26",3879,NA
"LTFE_Duernast",2020,NA,25,"2020-08-26",4677,NA
"LTFE_Duernast",2020,NA,26,"2020-08-26",5234,NA
"LTFE_Duernast",2020,NA,27,"2020-08-26",4557,NA
"LTFE_Duernast",2020,NA,28,"2020-08-26",4704,NA
"LTFE_Duernast",2020,NA,29,"2020-08-26",4515,NA
"LTFE_Duernast",2020,NA,30,"2020-08-26",4521,NA
"LTFE_Duernast",2020,NA,31,"2020-08-26",3937,NA
"LTFE_Duernast",2020,NA,32,"2020-08-26",4333,NA
"LTFE_Duernast",2020,NA,33,"2020-08-26",4453,NA
"LTFE_Duernast",2020,NA,34,"2020-08-26",4479,NA
"LTFE_Duernast",2020,NA,35,"2020-08-26",4382,NA
"LTFE_Duernast",2020,NA,36,"2020-08-26",4548,NA
"LTFE_Duernast",2020,NA,37,"2020-08-26",3892,NA
"LTFE_Duernast",2020,NA,38,"2020-08-26",3508,NA
"LTFE_Duernast",2020,NA,39,"2020-08-26",3886,NA
"LTFE_Duernast",2020,NA,40,"2020-08-26",4423,NA
"LTFE_Duernast",2020,NA,41,"2020-08-26",4169,NA
"LTFE_Duernast",2020,NA,42,"2020-08-26",4686,NA
"LTFE_Duernast",2020,NA,43,"2020-08-26",4664,NA
"LTFE_Duernast",2020,NA,44,"2020-08-26",4866,NA
"LTFE_Duernast",2020,NA,45,"2020-08-26",4458,NA
"LTFE_Duernast",2020,NA,46,"2020-08-26",4644,NA
"LTFE_Duernast",2020,NA,47,"2020-08-26",4258,NA
"LTFE_Duernast",2020,NA,48,"2020-08-26",3839,NA
"LTFE_Duernast",2020,NA,49,"2020-08-26",4004,NA
"LTFE_Duernast",2020,NA,50,"2020-08-26",4315,NA
"LTFE_Duernast",2020,NA,51,"2020-08-26",3505,NA
"LTFE_Duernast",2020,NA,52,"2020-08-26",3805,NA
"LTFE_Duernast",2020,NA,53,"2020-08-26",3987,NA
"LTFE_Duernast",2020,NA,54,"2020-08-26",4345,NA
"LTFE_Duernast",2020,NA,55,"2020-08-26",3412,NA
"LTFE_Duernast",2020,NA,56,"2020-08-26",3850,NA
"LTFE_Duernast",2020,NA,57,"2020-08-26",3692,NA
"LTFE_Duernast",2020,NA,58,"2020-08-26",3909,NA
"LTFE_Duernast",2020,NA,59,"2020-08-26",3654,NA
"LTFE_Duernast",2020,NA,60,"2020-08-26",4067,NA
"LTFE_Duernast",2020,NA,61,"2020-08-26",3883,NA
"LTFE_Duernast",2020,NA,62,"2020-08-26",3930,NA
"LTFE_Duernast",2020,NA,63,"2020-08-26",2759,NA
"LTFE_Duernast",2020,NA,64,"2020-08-26",2654,NA
"LTFE_Duernast",2021,NA,1,"2021-07-13",3694,NA
"LTFE_Duernast",2021,NA,2,"2021-07-13",3823,NA
"LTFE_Duernast",2021,NA,3,"2021-07-13",8157,NA
"LTFE_Duernast",2021,NA,4,"2021-07-13",7684,NA
"LTFE_Duernast",2021,NA,5,"2021-07-13",7075,NA
"LTFE_Duernast",2021,NA,6,"2021-07-13",8130,NA
"LTFE_Duernast",2021,NA,7,"2021-07-13",7421,NA
"LTFE_Duernast",2021,NA,8,"2021-07-13",7847,NA
"LTFE_Duernast",2021,NA,9,"2021-07-13",8747,NA
"LTFE_Duernast",2021,NA,10,"2021-07-13",8680,NA
"LTFE_Duernast",2021,NA,11,"2021-07-13",5665,NA
"LTFE_Duernast",2021,NA,12,"2021-07-13",5642,NA
"LTFE_Duernast",2021,NA,13,"2021-07-13",5489,NA
"LTFE_Duernast",2021,NA,14,"2021-07-13",7305,NA
"LTFE_Duernast",2021,NA,15,"2021-07-13",8347,NA
"LTFE_Duernast",2021,NA,16,"2021-07-13",8283,NA
"LTFE_Duernast",2021,NA,17,"2021-07-13",7340,NA
"LTFE_Duernast",2021,NA,18,"2021-07-13",7359,NA
"LTFE_Duernast",2021,NA,19,"2021-07-13",7848,NA
"LTFE_Duernast",2021,NA,20,"2021-07-13",11404,NA
"LTFE_Duernast",2021,NA,21,"2021-07-13",6908,NA
"LTFE_Duernast",2021,NA,22,"2021-07-13",7698,NA
"LTFE_Duernast",2021,NA,23,"2021-07-13",2671,NA
"LTFE_Duernast",2021,NA,24,"2021-07-13",2589,NA
"LTFE_Duernast",2021,NA,25,"2021-07-13",6401,NA
"LTFE_Duernast",2021,NA,26,"2021-07-13",6442,NA
"LTFE_Duernast",2021,NA,27,"2021-07-13",6591,NA
"LTFE_Duernast",2021,NA,28,"2021-07-13",5859,NA
"LTFE_Duernast",2021,NA,29,"2021-07-13",7446,NA
"LTFE_Duernast",2021,NA,30,"2021-07-13",8387,NA
"LTFE_Duernast",2021,NA,31,"2021-07-13",6798,NA
