"soil_profile_ID","soil_site","soil_location_country","latitude_soil_profile","longitude_soil_profile","soil_depth","soil_source","soil_classification","soil_texture","soil_profile_methods"
"DE02157980",NA,"DE",48.375,11.708,200,"DEU","HC_GEN0011","Loam",""
