*GHG emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  MAR 01, 2026 09:34:20

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 114    38    15696     -875     1.38     0.00      540      -39     0.02     0.00     -144       11        0     -133
   15 115    39    16732     -719     1.26     0.00      557      -40     0.02     0.00     -147       12        0     -135
   15 116    40    19209     -750     1.09     0.00      576      -41     0.03     0.00     -149       12        0     -137
   15 117    41    22686     -906     0.96     0.00      599      -42     0.03     0.00     -153       13        0     -140
   15 118    42    30858    -2281     0.81     0.00      630      -44     0.03     0.00     -161       13        0     -148
   15 119    43    33215    -2438     0.38     0.00      663      -46     0.03     0.00     -170       13        0     -157
   15 120    44    33071    -2688     0.60     0.00      696      -49     0.03     0.00     -180       13        0     -167
   15 121    45    32026    -2656     0.60     0.00      728      -52     0.03     0.00     -190       14        0     -176
   15 122    46    20043     -781     0.22     0.00      748      -52     0.03     0.00     -193       14        0     -179
   15 123    47    17690     -875     0.29     0.00      766      -53     0.03     0.00     -196       14        0     -182
   15 124    48    20006     -625     0.18     0.00      786      -54     0.03     0.00     -198       14        0     -184
   15 125    49    31951    -1719     0.35     0.00      818      -56     0.03     0.00     -204       14        0     -190
   15 126    50    33469     -531     0.26     0.00      851      -56     0.03     0.00     -206       14        0     -192
   15 127    51    29838      844     0.19     0.00      881      -55     0.03     0.00     -203       14        0     -189
   15 128    52    33125      531     0.32     0.00      914      -55     0.03     0.00     -201       15        0     -187
   15 129    53    29278     1906     0.38     0.00      943      -53     0.03     0.00     -194       15        0     -180
   15 130    54    24057     2656     0.25     0.00      967      -50     0.03     0.00     -185       15        0     -170
   15 131    55    19318     2750     0.33     0.00      987      -48     0.03     0.00     -174       15        0     -159
   15 132    56    17174     3688     0.33     0.00     1004      -44     0.03     0.00     -161       15        0     -146
   15 133    57    17029     4656     0.32     0.00     1021      -39     0.03     0.00     -144       15        0     -128
   15 134    58    17497     4875     0.24     0.00     1038      -34     0.03     0.00     -126       15        0     -110
   15 135    59    17001     5188     0.29     0.00     1055      -29     0.03     0.00     -107       16        0      -91
   15 136    60    16127     5094     0.31     0.00     1071      -24     0.03     0.00      -88       16        0      -72
   15 137    61    15429     5063     0.33     0.00     1087      -19     0.03     0.00      -70       16        0      -54
   15 138    62    14341     4656     0.34     0.00     1101      -14     0.03     0.00      -53       16        0      -36
   15 139    63    13628     4344     0.34     0.00     1115      -10     0.03     0.00      -37       16        0      -20
   15 140    64    13338     4375     0.12     0.00     1128       -6     0.03     0.00      -21       16        0       -4
   15 141    65    13793     3750     0.11     0.00     1142       -2     0.03     0.00       -7       16        0       10
   15 142    66    14882     2938     0.16     0.00     1157        1     0.03     0.00        4       16        0       20
   15 143    67    14544     2281     0.26     0.00     1171        3     0.04     0.00       12       16        0       29
   15 144    68    12454     2156     0.20     0.00     1184        6     0.04     0.00       20       17        0       37
   15 145    69    11434     2156     0.24     0.00     1195        8     0.04     0.00       28       17        0       45
   15 146    70    11837     3125     0.28     0.00     1207       11     0.04     0.00       40       17        0       57
   15 147    71    11784     3500     0.36     0.00     1219       14     0.04     0.00       53       17        0       70
   15 148    72    11142     3500     0.40     0.00     1230       18     0.04     0.00       65       17        0       83
   15 149    73    10751     3719     0.42     0.00     1241       22     0.04     0.00       79       17        0       96
   15 150    74    11183     4250     0.42     0.00     1252       26     0.04     0.00       95       18        0      112
   15 151    75    11350     4281     0.42     0.00     1263       30     0.04     0.00      110       18        0      128
   15 152    76    12252     4781     0.43     0.00     1276       35     0.04     0.00      128       18        0      146
   15 153    77    28692     2375     1.15     0.00     1304       37     0.04     0.00      137       19        0      155
   15 154    78    32251     2844     1.89     0.00     1337       40     0.04     0.00      147       19        0      166
   15 155    79    34667     3031     2.34     0.00     1371       43     0.04     0.00      158       21        0      179
   15 156    80    35658     3656     2.51     0.00     1407       47     0.05     0.00      172       22        0      193
   15 157    81    36761     4125     2.54     0.00     1444       51     0.05     0.00      187       23        0      210
   15 158    82    46948     1969     2.25     0.00     1491       53     0.05     0.00      194       24        0      218
   15 159    83    45884     2031     1.99     0.00     1537       55     0.05     0.00      201       25        0      226
   15 160    84    56871    -1031     0.65     0.00     1593       54     0.05     0.00      198       25        0      223
   15 161    85    50701     -750     0.97     0.00     1644       53     0.05     0.00      195       26        0      220
   15 162    86    41638      500     1.22     0.00     1686       54     0.06     0.00      197       26        0      223
   15 163    87    36947     1063     1.33     0.00     1723       55     0.06     0.00      201       27        0      227
   15 164    88    34035     1625     1.23     0.00     1757       56     0.06     0.00      207       27        0      234
   15 165    89    35518     1813     0.52     0.00     1792       58     0.06     0.00      213       28        0      241
   15 166    90    39703     1969     0.81     0.00     1832       60     0.06     0.00      220       28        0      248
   15 167    91    33867     3656     0.38     0.00     1866       64     0.06     0.00      234       28        0      262
   15 168    92    36829     2656     0.63     0.00     1903       66     0.06     0.00      244       28        0      272
   15 169    93    34391     2375     0.81     0.00     1937       69     0.06     0.00      252       29        0      281
   15 170    94    28559     2656     0.29     0.00     1966       71     0.06     0.00      262       29        0      291
   15 171    95    28319     1563     0.53     0.00     1994       73     0.06     0.00      268       29        0      297
   15 172    96    26120     1656     0.59     0.00     2020       75     0.06     0.00      274       30        0      303
   15 173    97    24779     1750     0.61     0.00     2045       76     0.06     0.00      280       30        0      310
   15 174    98    25187     1938     0.68     0.00     2070       78     0.06     0.00      287       30        0      318
   15 175    99    24668     1969     0.48     0.00     2095       80     0.06     0.00      295       30        0      325
   15 176   100    24893     2094     0.59     0.00     2120       82     0.07     0.00      302       31        0      333
   15 177   101    25021     2469     0.59     0.00     2145       85     0.07     0.00      311       31        0      342
   15 178   102    25497     2844     0.55     0.00     2170       88     0.07     0.00      322       31        0      353
   15 179   103    25540     3188     0.53     0.00     2196       91     0.07     0.00      334       31        0      365
   15 180   104    27371     3563     0.51     0.00     2223       94     0.07     0.00      347       32        0      378
   15 181   105    28647     3969     0.50     0.00     2252       98     0.07     0.00      361       32        0      393
   15 182   106    28626     4750     0.50     0.00     2280      103     0.07     0.00      379       32        0      411
   15 183   107    26652     5438     0.51     0.00     2307      109     0.07     0.00      399       32        0      431
   15 184   108    25061     5750     1.73     0.00     2332      114     0.07     0.00      420       33        0      453
   15 185   109    23673     6188     2.78     0.00     2356      121     0.07     0.00      442       34        0      477
   15 186   110    22578     6656     3.49     0.00     2378      127     0.08     0.00      467       36        0      503
   15 187   111    21096     7031     3.87     0.00     2399      134     0.08     0.00      493       38        0      530
   15 188   112    20695     6750     4.00     0.00     2420      141     0.08     0.00      517       40        0      557
   15 189   113    28451     5469     3.83     0.00     2448      146     0.09     0.00      537       42        0      579
   15 190   114    32658     3625     3.03     0.00     2481      150     0.09     0.00      551       43        0      594
   15 191   115    29319     3125     3.52     0.00     2510      153     0.10     0.00      562       45        0      607
   15 192   116    23636     3125     3.24     0.00     2534      156     0.10     0.00      574       46        0      620
   15 193   117    18588     3531     2.93     0.00     2553      160     0.10     0.00      587       48        0      634
   15 194   118    13553     3656     2.71     0.00     2566      164     0.10     0.00      600       49        0      649
   15 195   119    12883     3594     2.38     0.00     2579      167     0.11     0.00      613       50        0      663
   15 196   120    13053     4125     2.16     0.00     2592      171     0.11     0.00      628       51        0      679
   15 197   121    12545     4594     1.96     0.00     2605      176     0.11     0.00      645       52        0      697
   15 198   122    11406     4906     1.76     0.00     2616      181     0.11     0.00      663       53        0      716
   15 199   123    10105     5063     1.58     0.00     2626      186     0.11     0.00      682       53        0      735
   15 200   124     9590     5156     1.40     0.00     2636      191     0.12     0.00      701       54        0      755
   15 201   125     9431     5063     1.25     0.00     2645      196     0.12     0.00      719       55        0      774
   15 202   126     8608     5250     1.14     0.00     2654      201     0.12     0.00      739       55        0      794
   15 203   127     7937     5281     1.05     0.00     2662      207     0.12     0.00      758       56        0      814
   15 204   128     7133     5219     0.96     0.00     2669      212     0.12     0.00      777       56        0      833
   15 205   129     8589     4844     0.84     0.00     2677      217     0.12     0.00      795       56        0      851
   15 206   130     7894     4813     0.80     0.00     2685      221     0.12     0.00      813       57        0      869
   15 207   131     7346     4625     0.74     0.00     2693      226     0.12     0.00      830       57        0      887
   15 208   132     7413     4156     0.68     0.00     2700      230     0.12     0.00      845       58        0      902
   15 209   133    10267     3344     0.59     0.00     2710      234     0.12     0.00      857       58        0      915
   15 210   134     8317     3469     0.59     0.00     2719      237     0.12     0.00      870       58        0      928
   15 211   135     6503     3281     0.58     0.00     2725      240     0.12     0.00      882       58        0      940
   15 212   136     5022     3313     0.58     0.00     2730      244     0.13     0.00      894       59        0      953
   15 213   137     4798     3344     0.56     0.00     2735      247     0.13     0.00      906       59        0      965
   15 214   138     4446     3406     0.54     0.00     2739      250     0.13     0.00      919       59        0      978
   15 215   139     4410     3406     0.51     0.00     2744      254     0.13     0.00      931       59        0      991
   15 216   140     4486     3750     0.50     0.00     2748      258     0.13     0.00      945       60        0     1005
   15 217   141     4684     4125     0.48     0.00     2753      262     0.13     0.00      960       60        0     1020
   15 218   142     4754     4406     0.47     0.00     2758      266     0.13     0.00      976       60        0     1036
   15 219   143     5067     4813     0.46     0.00     2763      271     0.13     0.00      994       60        0     1054
   15 220   144     5378     5000     0.45     0.00     2768      276     0.13     0.00     1012       60        0     1073
   15 221   145     7664     5094     0.41     0.00     2776      281     0.13     0.00     1031       61        0     1092
   15 222   146     7426     5281     0.42     0.00     2783      286     0.13     0.00     1050       61        0     1111
   15 223   147     7145     5438     0.42     0.00     2790      292     0.13     0.00     1070       61        0     1131
   15 224   148     6801     5500     0.42     0.00     2797      297     0.13     0.00     1091       61        0     1152
   15 225   149     6397     5531     0.42     0.00     2804      303     0.13     0.00     1111       61        0     1172
   15 226   150     6032     5531     0.41     0.00     2810      308     0.13     0.00     1131       62        0     1193
   15 227   151    12446     4625     0.36     0.00     2822      313     0.13     0.00     1148       62        0     1210
   15 228   152    12123     4531     0.38     0.00     2834      317     0.13     0.00     1165       62        0     1227
   15 229   153    15550     3500     0.31     0.00     2850      321     0.13     0.00     1178       62        0     1240
   15 230   154    16134     3000     0.21     0.00     2866      324     0.13     0.00     1189       62        0     1251
   15 231   155    16590     2313     0.45     0.00     2883      326     0.13     0.00     1197       62        0     1260
   15 232   156    13756     2406     0.46     0.00     2896      329     0.13     0.00     1206       63        0     1269
   15 233   157    12078     2375     0.46     0.00     2908      331     0.13     0.00     1215       63        0     1278
   15 234   158    11126     2563     0.47     0.00     2920      334     0.13     0.00     1224       63        0     1287
   15 235   159    10871     2688     0.48     0.00     2930      336     0.14     0.00     1234       63        0     1297
   15 236   160    12439     2625     0.48     0.00     2943      339     0.14     0.00     1244       64        0     1307
   15 237   161    23587     1313     0.21     0.00     2966      340     0.14     0.00     1248       64        0     1312

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  MAR 01, 2026 09:34:20

*RUN   2        : 2                         WHAPS048 TUDU1501    2
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  2   : 2                         WHAPS048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 077     1    29546    -2375     0.01     0.00       30       -2     0.00     0.00       -9        0        0       -9
   15 078     2    25852    -2000     0.01     0.00       55       -4     0.00     0.00      -16        0        0      -16
   15 079     3    20121    -1281     0.02     0.00       76       -6     0.00     0.00      -21        0        0      -21
   15 080     4    13977     -781     0.02     0.00       89       -6     0.00     0.00      -24        0        0      -24
   15 081     5     9264     -531     0.02     0.00       99       -7     0.00     0.00      -26        0        0      -26
   15 082     6     2670      -31     0.02     0.00      101       -7     0.00     0.00      -26        0        0      -26
   15 083     7      146       94     0.02     0.00      102       -7     0.00     0.00      -25        0        0      -25
   15 084     8      153       63     0.02     0.00      102       -7     0.00     0.00      -25        0        0      -25
   15 085     9     1751       94     0.03     0.00      103       -7     0.00     0.00      -25        0        0      -25
   15 086    10     2967        0     0.03     0.00      106       -7     0.00     0.00      -25        0        0      -25
   15 087    11     5094     -156     0.03     0.00      112       -7     0.00     0.00      -25        0        0      -25
   15 088    12     8135     -344     0.03     0.00      120       -7     0.00     0.00      -27        0        0      -26
   15 089    13    10948     -438     0.04     0.00      131       -8     0.00     0.00      -28        0        0      -28
   15 090    14    10826     -813     0.03     0.00      141       -9     0.00     0.00      -31        0        0      -31
   15 091    15    12461    -1000     0.02     0.00      154      -10     0.00     0.00      -35        0        0      -35
   15 092    16     8826     -656     0.02     0.00      163      -10     0.00     0.00      -37        0        0      -37
   15 093    17     5194     -250     0.02     0.00      168      -10     0.00     0.00      -38        0        0      -38
   15 094    18      175       94     0.05     0.00      168      -10     0.00     0.00      -38        0        0      -38
   15 095    19       46        0     0.03     0.00      168      -10     0.00     0.00      -38        0        0      -38
   15 096    20        0        0     0.06     0.00      168      -10     0.00     0.00      -38        0        0      -38
   15 097    21        0        0     0.07     0.00      168      -10     0.00     0.00      -38        0        0      -38
   15 098    22        0        0     0.08     0.00      168      -10     0.00     0.00      -38        0        0      -38
   15 099    23        0        0     0.41     0.00      168      -10     0.00     0.00      -38        1        0      -37
   15 100    24       94       94     0.70     0.00      168      -10     0.00     0.00      -38        1        0      -37
   15 101    25     8259     -688     0.97     0.00      177      -11     0.00     0.00      -40        1        0      -39
   15 102    26    17842    -1406     1.23     0.00      194      -12     0.00     0.00      -45        2        0      -43
   15 103    27    26051    -1875     1.47     0.00      220      -14     0.01     0.00      -52        3        0      -50
   15 104    28    29426    -1938     1.64     0.00      250      -16     0.01     0.00      -59        3        0      -56
   15 105    29    29378    -1563     1.71     0.00      279      -18     0.01     0.00      -65        4        0      -61
   15 106    30    30060    -1281     1.72     0.00      309      -19     0.01     0.00      -70        5        0      -65
   15 107    31    31106     -875     1.68     0.00      340      -20     0.01     0.00      -73        6        0      -67
   15 108    32    46509    -4719     0.48     0.00      387      -25     0.01     0.00      -90        6        0      -84
   15 109    33    42518    -4750     1.09     0.00      429      -29     0.01     0.00     -108        6        0     -101
   15 110    34    36068    -4125     1.44     0.00      465      -33     0.02     0.00     -123        7        0     -116
   15 111    35    26083    -2719     1.31     0.00      492      -36     0.02     0.00     -133        8        0     -125
   15 112    36    18437    -1625     1.18     0.00      510      -38     0.02     0.00     -139        8        0     -130
   15 113    37    17162    -1281     1.06     0.00      527      -39     0.02     0.00     -143        9        0     -135
   15 114    38    16039     -969     0.97     0.00      543      -40     0.02     0.00     -147        9        0     -138
   15 115    39    17098     -813     0.88     0.00      560      -41     0.02     0.00     -150       10        0     -140
   15 116    40    19569     -844     0.76     0.00      580      -42     0.02     0.00     -153       10        0     -143
   15 117    41    22981     -969     0.67     0.00      603      -43     0.02     0.00     -157       10        0     -146
   15 118    42    30959    -2313     0.57     0.00      634      -45     0.02     0.00     -165       11        0     -154
   15 119    43    33388    -2438     0.27     0.00      667      -47     0.02     0.00     -174       11        0     -163
   15 120    44    33212    -2750     0.43     0.00      700      -50     0.02     0.00     -184       11        0     -173
   15 121    45    32137    -2656     0.43     0.00      733      -53     0.02     0.00     -194       11        0     -183
   15 122    46    20021     -781     0.16     0.00      753      -54     0.02     0.00     -197       11        0     -185
   15 123    47    17674     -875     0.22     0.00      770      -54     0.02     0.00     -200       11        0     -189
   15 124    48    19991     -594     0.13     0.00      790      -55     0.02     0.00     -202       11        0     -191
   15 125    49    31924    -1750     0.26     0.00      822      -57     0.02     0.00     -209       11        0     -197
   15 126    50    33615     -563     0.20     0.00      856      -57     0.02     0.00     -211       12        0     -199
   15 127    51    29851      875     0.14     0.00      886      -57     0.02     0.00     -207       12        0     -196
   15 128    52    33392      438     0.25     0.00      919      -56     0.03     0.00     -206       12        0     -194
   15 129    53    29397     1875     0.31     0.00      948      -54     0.03     0.00     -199       12        0     -187
   15 130    54    23867     2688     0.21     0.00      972      -52     0.03     0.00     -189       12        0     -177
   15 131    55    19067     2844     0.28     0.00      991      -49     0.03     0.00     -179       12        0     -166
   15 132    56    16906     3719     0.29     0.00     1008      -45     0.03     0.00     -165       12        0     -153
   15 133    57    16808     4719     0.29     0.00     1025      -40     0.03     0.00     -148       12        0     -135
   15 134    58    17335     4906     0.22     0.00     1042      -35     0.03     0.00     -130       13        0     -117
   15 135    59    16860     5250     0.27     0.00     1059      -30     0.03     0.00     -110       13        0      -98
   15 136    60    16002     5094     0.30     0.00     1075      -25     0.03     0.00      -92       13        0      -79
   15 137    61    15316     5125     0.32     0.00     1091      -20     0.03     0.00      -73       13        0      -60
   15 138    62    14240     4656     0.33     0.00     1105      -15     0.03     0.00      -56       13        0      -43
   15 139    63    13537     4406     0.33     0.00     1118      -11     0.03     0.00      -40       13        0      -26
   15 140    64    13259     4375     0.12     0.00     1132       -6     0.03     0.00      -24       13        0      -10
   15 141    65    13716     3781     0.11     0.00     1145       -3     0.03     0.00      -10       13        0        4
   15 142    66    14818     2938     0.16     0.00     1160        0     0.03     0.00        1       13        0       15
   15 143    67    14488     2313     0.26     0.00     1175        3     0.03     0.00       10       14        0       23
   15 144    68    12362     2156     0.21     0.00     1187        5     0.03     0.00       18       14        0       31
   15 145    69    11313     2156     0.24     0.00     1198        7     0.03     0.00       25       14        0       39
   15 146    70    11702     3188     0.29     0.00     1210       10     0.03     0.00       37       14        0       51
   15 147    71    11643     3531     0.37     0.00     1222       14     0.03     0.00       50       14        0       64
   15 148    72    10983     3531     0.41     0.00     1233       17     0.03     0.00       63       14        0       77
   15 149    73    10602     3781     0.42     0.00     1243       21     0.03     0.00       77       14        0       91
   15 150    74    11050     4313     0.43     0.00     1254       25     0.03     0.00       93       15        0      107
   15 151    75    11230     4313     0.43     0.00     1265       30     0.03     0.00      109       15        0      123
   15 152    76    12137     4781     0.44     0.00     1278       34     0.03     0.00      126       15        0      141
   15 153    77    28630     2406     1.32     0.00     1306       37     0.03     0.00      135       16        0      151
   15 154    78    32633     2688     1.87     0.00     1339       39     0.04     0.00      145       17        0      161
   15 155    79    35332     2938     2.10     0.00     1374       42     0.04     0.00      156       18        0      173
   15 156    80    36518     3406     2.14     0.00     1411       46     0.04     0.00      168       19        0      187
   15 157    81    37626     3938     2.08     0.00     1448       50     0.04     0.00      183       20        0      202
   15 158    82    47885     1688     1.82     0.00     1496       51     0.04     0.00      189       20        0      209
   15 159    83    45797     2063     1.61     0.00     1542       54     0.05     0.00      196       21        0      217
   15 160    84    56890    -1031     0.53     0.00     1599       52     0.05     0.00      193       21        0      214
   15 161    85    50630     -719     0.80     0.00     1650       52     0.05     0.00      190       22        0      212
   15 162    86    43145      125     1.02     0.00     1693       52     0.05     0.00      190       22        0      213
   15 163    87    37645      875     1.13     0.00     1730       53     0.05     0.00      194       23        0      216
   15 164    88    34372     1594     1.05     0.00     1765       54     0.05     0.00      199       23        0      223
   15 165    89    35684     1750     0.45     0.00     1800       56     0.05     0.00      206       23        0      229
   15 166    90    39913     1906     0.71     0.00     1840       58     0.05     0.00      213       24        0      237
   15 167    91    34013     3594     0.34     0.00     1874       62     0.05     0.00      226       24        0      250
   15 168    92    37088     2625     0.56     0.00     1911       64     0.05     0.00      236       24        0      260
   15 169    93    34598     2281     0.73     0.00     1946       67     0.05     0.00      244       25        0      269
   15 170    94    28760     2625     0.26     0.00     1975       69     0.05     0.00      254       25        0      278
   15 171    95    28713     1469     0.49     0.00     2004       71     0.05     0.00      259       25        0      284
   15 172    96    26494     1563     0.54     0.00     2030       72     0.05     0.00      265       25        0      290
   15 173    97    25146     1656     0.57     0.00     2055       74     0.05     0.00      271       25        0      296
   15 174    98    25557     1813     0.64     0.00     2081       76     0.05     0.00      278       26        0      303
   15 175    99    25054     1875     0.46     0.00     2106       78     0.06     0.00      284       26        0      310
   15 176   100    25300     2031     0.56     0.00     2131       80     0.06     0.00      292       26        0      318
   15 177   101    25480     2344     0.56     0.00     2157       82     0.06     0.00      300       26        0      327
   15 178   102    26021     2688     0.54     0.00     2183       85     0.06     0.00      310       27        0      337
   15 179   103    26275     3063     0.51     0.00     2209       88     0.06     0.00      322       27        0      349
   15 180   104    28349     3281     0.50     0.00     2237       91     0.06     0.00      334       27        0      361
   15 181   105    28452     4000     0.49     0.00     2266       95     0.06     0.00      348       27        0      376
   15 182   106    28449     4813     0.50     0.00     2294      100     0.06     0.00      366       28        0      394
   15 183   107    26502     5500     0.51     0.00     2321      105     0.06     0.00      386       28        0      414
   15 184   108    24904     5781     1.83     0.00     2345      111     0.06     0.00      407       29        0      436
   15 185   109    23538     6219     2.63     0.00     2369      117     0.06     0.00      430       30        0      460
   15 186   110    22459     6656     3.06     0.00     2391      124     0.07     0.00      455       31        0      486
   15 187   111    20997     7063     3.23     0.00     2412      131     0.07     0.00      481       33        0      513
   15 188   112    20575     6781     3.21     0.00     2433      138     0.07     0.00      505       34        0      540
   15 189   113    28114     5531     2.96     0.00     2461      143     0.08     0.00      526       36        0      562
   15 190   114    32226     3750     2.30     0.00     2493      147     0.08     0.00      539       37        0      576
   15 191   115    28940     3219     2.65     0.00     2522      150     0.08     0.00      551       38        0      589
   15 192   116    23360     3188     2.45     0.00     2546      153     0.08     0.00      563       39        0      602
   15 193   117    18401     3563     2.23     0.00     2564      157     0.09     0.00      576       40        0      616
   15 194   118    13436     3719     2.08     0.00     2578      161     0.09     0.00      590       41        0      631
   15 195   119    12765     3594     1.85     0.00     2590      164     0.09     0.00      603       42        0      645
   15 196   120    12946     4188     1.69     0.00     2603      168     0.09     0.00      618       43        0      661
   15 197   121    12452     4594     1.55     0.00     2616      173     0.09     0.00      635       44        0      679
   15 198   122    11329     4906     1.42     0.00     2627      178     0.09     0.00      653       44        0      697
   15 199   123    10039     5063     1.29     0.00     2637      183     0.10     0.00      672       45        0      717
   15 200   124     9524     5188     1.16     0.00     2647      188     0.10     0.00      691       45        0      736
   15 201   125     9362     5063     1.05     0.00     2656      193     0.10     0.00      709       46        0      755
   15 202   126     8552     5250     0.98     0.00     2665      199     0.10     0.00      729       46        0      775
   15 203   127     7893     5313     0.91     0.00     2672      204     0.10     0.00      748       47        0      795
   15 204   128     7100     5219     0.85     0.00     2679      209     0.10     0.00      767       47        0      814
   15 205   129     8521     4844     0.76     0.00     2688      214     0.10     0.00      785       48        0      833
   15 206   130     7840     4813     0.72     0.00     2696      219     0.10     0.00      803       48        0      851
   15 207   131     7299     4656     0.68     0.00     2703      223     0.10     0.00      820       48        0      868
   15 208   132     7355     4156     0.63     0.00     2711      228     0.10     0.00      835       49        0      884
