*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  MAR 01, 2026 09:34:20

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                                    NH4 (ppm) at soil dep. (cm):                                                    Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NI10    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NH10    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    NT10    
   15 189   113     0     0    85.9    83.1     2.9     0.0   41.57   39.11    0.09    2.54    0.00   39.04   72.12   10.54    0.00    0.26     1.3     0.2    0.15    0.15    0.14    0.16    0.24    0.38    1.17    0.16    0.57    0.09    0.08    0.09    0.08    0.08    0.08    0.07    0.07    0.41    1.83    0.26    0.23    0.23    0.23    0.25    0.32    0.45    1.24
   15 190   114     0     0    86.9    83.9     3.0     0.0   42.52   39.95    0.09    2.54    0.00   39.98   72.13   10.54    0.00    0.31     1.4     0.2    0.17    0.17    0.17    0.19    0.26    0.40    1.19    0.20    0.61    0.09    0.09    0.09    0.09    0.09    0.09    0.07    0.07    0.52    2.04    0.29    0.26    0.26    0.26    0.28    0.35    0.48    1.26
   15 191   115     0     0    87.7    84.6     3.1     0.0   43.38   40.70    0.09    2.54    0.00   40.84   72.18   10.54    0.00    0.56     1.5     0.2    0.20    0.19    0.19    0.21    0.29    0.43    1.23    0.25    0.64    0.09    0.09    0.09    0.09    0.09    0.09    0.07    0.07    0.82    2.15    0.31    0.28    0.28    0.28    0.30    0.38    0.50    1.30
   15 192   116     0     0    88.0    84.9     3.1     0.0   44.13   41.38    0.09    2.54    0.00   41.59   72.64   10.54    0.00    0.87     1.5     0.2    0.21    0.21    0.21    0.23    0.31    0.45    1.26    0.29    0.64    0.09    0.08    0.09    0.09    0.09    0.09    0.07    0.07    1.17    2.10    0.32    0.29    0.30    0.29    0.32    0.40    0.52    1.33
   15 193   117     0     0    87.4    84.5     3.0     0.0   44.82   41.99    0.09    2.54    0.00   42.29   73.84   10.54    0.00    0.66     1.5     0.2    0.22    0.21    0.21    0.23    0.30    0.43    1.20    0.29    0.61    0.09    0.08    0.08    0.08    0.08    0.09    0.07    0.07    0.95    2.12    0.33    0.30    0.30    0.29    0.32    0.39    0.50    1.27
   15 194   118     0     0    87.1    84.2     2.9     0.0   45.43   42.56    0.09    2.54    0.00   42.90   74.83   10.54    0.00    0.64     1.6     0.3    0.22    0.22    0.21    0.23    0.30    0.42    1.15    0.30    0.58    0.08    0.08    0.08    0.08    0.08    0.08    0.07    0.07    0.94    2.13    0.33    0.30    0.30    0.29    0.31    0.38    0.49    1.21
   15 195   119     0     0    86.8    83.9     2.9     0.0   46.04   43.12    0.09    2.54    0.00   43.50   75.74   10.54    0.00    0.63     1.6     0.3    0.23    0.23    0.21    0.23    0.30    0.41    1.10    0.32    0.55    0.08    0.07    0.08    0.08    0.08    0.08    0.07    0.06    0.95    2.16    0.34    0.31    0.30    0.29    0.31    0.38    0.48    1.17
   15 196   120     0     0    86.6    83.8     2.8     0.0   46.69   43.73    0.09    2.54    0.00   44.15   76.59   10.54    0.00    0.67     1.7     0.3    0.24    0.24    0.22    0.24    0.30    0.40    1.06    0.34    0.52    0.08    0.07    0.07    0.07    0.08    0.08    0.07    0.06    1.01    2.20    0.35    0.31    0.31    0.29    0.31    0.38    0.47    1.12
   15 197   121     0     0    86.5    83.7     2.8     0.0   47.37   44.37    0.09    2.54    0.00   44.84   77.36   10.54    0.00    0.75     1.7     0.3    0.25    0.24    0.22    0.24    0.30    0.39    1.02    0.35    0.49    0.07    0.07    0.07    0.07    0.08    0.08    0.07    0.06    1.11    2.24    0.36    0.32    0.32    0.30    0.32    0.38    0.46    1.08
   15 198   122     0     0    86.4    83.7     2.7     0.0   48.06   45.04    0.09    2.54    0.00   45.52   78.07   10.54    0.00    0.86     1.8     0.3    0.26    0.26    0.23    0.25    0.30    0.39    0.98    0.36    0.46    0.07    0.07    0.07    0.07    0.07    0.08    0.07    0.06    1.22    2.29    0.37    0.33    0.33    0.30    0.32    0.38    0.45    1.05
   15 199   123     0     0    86.5    83.8     2.7     0.0   48.74   45.73    0.09    2.54    0.00   46.21   78.73   10.54    0.00    0.97     1.9     0.3    0.28    0.27    0.24    0.25    0.31    0.38    0.95    0.36    0.43    0.06    0.06    0.07    0.07    0.07    0.08    0.06    0.06    1.33    2.34    0.38    0.34    0.34    0.31    0.33    0.38    0.45    1.02
   15 200   124     0     0    86.6    83.9     2.6     0.0   49.43   46.43    0.09    2.54    0.00   46.89   79.33   10.54    0.00    1.08     2.0     0.3    0.29    0.28    0.25    0.26    0.31    0.38    0.93    0.36    0.39    0.06    0.06    0.06    0.07    0.07    0.08    0.06    0.07    1.45    2.40    0.40    0.35    0.35    0.32    0.33    0.39    0.45    0.99
   15 201   125     0     0    86.7    84.1     2.6     0.0   50.11   47.13    0.09    2.54    0.00   47.58   79.90   10.54    0.00    1.20     2.1     0.4    0.31    0.30    0.26    0.27    0.32    0.38    0.90    0.37    0.35    0.06    0.06    0.06    0.07    0.07    0.08    0.06    0.07    1.57    2.45    0.41    0.37    0.36    0.33    0.34    0.40    0.45    0.97
   15 202   126     0     0    86.8    84.3     2.5     0.0   50.78   47.82    0.09    2.54    0.00   48.25   80.45   10.54    0.00    1.32     2.2     0.4    0.32    0.31    0.27    0.28    0.33    0.38    0.88    0.36    0.32    0.05    0.05    0.06    0.07    0.07    0.08    0.06    0.07    1.69    2.49    0.42    0.38    0.37    0.34    0.35    0.40    0.45    0.95
   15 203   127     0     0    86.9    84.5     2.4     0.0   51.44   48.51    0.09    2.54    0.00   48.91   80.96   10.54    0.00    1.44     2.2     0.4    0.34    0.33    0.28    0.29    0.33    0.39    0.86    0.35    0.29    0.05    0.05    0.06    0.06    0.07    0.08    0.06    0.07    1.79    2.54    0.43    0.39    0.38    0.35    0.36    0.41    0.45    0.93
   15 204   128     0     0    87.1    84.7     2.4     0.0   52.08   49.17    0.09    2.54    0.00   49.54   81.45   10.54    0.00    1.55     2.3     0.4    0.35    0.34    0.29    0.30    0.34    0.39    0.85    0.34    0.26    0.05    0.05    0.05    0.06    0.07    0.07    0.06    0.06    1.89    2.58    0.44    0.40    0.40    0.36    0.37    0.42    0.45    0.91
   15 205   129     0     0    87.3    84.9     2.3     0.0   52.72   49.82    0.09    2.54    0.00   50.18   81.91   10.54    0.00    1.67     2.4     0.4    0.37    0.36    0.31    0.31    0.35    0.39    0.83    0.36    0.24    0.04    0.05    0.05    0.06    0.07    0.07    0.06    0.06    2.02    2.61    0.45    0.41    0.41    0.37    0.38    0.43    0.45    0.90
   15 206   130     0     0    87.4    85.1     2.3     0.0   53.34   50.44    0.09    2.54    0.00   50.80   82.35   10.54    0.00    1.79     2.4     0.4    0.38    0.37    0.32    0.32    0.36    0.40    0.82    0.36    0.22    0.04    0.05    0.05    0.06    0.07    0.07    0.06    0.06    2.15    2.64    0.46    0.42    0.42    0.38    0.39    0.43    0.46    0.89
   15 207   131     0     0    87.6    85.3     2.3     0.0   53.91   51.03    0.09    2.54    0.00   51.38   82.77   10.54    0.00    1.91     2.5     0.4    0.39    0.38    0.33    0.33    0.37    0.40    0.81    0.36    0.20    0.04    0.04    0.05    0.06    0.06    0.07    0.06    0.06    2.27    2.66    0.47    0.43    0.43    0.39    0.40    0.44    0.46    0.87
   15 208   132     0     0    87.7    85.5     2.2     0.0   54.44   51.55    0.09    2.54    0.00   51.91   83.17   10.54    0.00    2.02     2.5     0.4    0.40    0.39    0.34    0.34    0.37    0.40    0.80    0.38    0.19    0.04    0.04    0.05    0.06    0.06    0.07    0.06    0.06    2.40    2.67    0.48    0.44    0.44    0.39    0.40    0.45    0.46    0.86
   15 209   133     0     0    87.7    85.4     2.3     0.0   54.99   52.04    0.09    2.54    0.00   52.45   83.77   10.54    0.00    1.85     2.5     0.4    0.41    0.40    0.35    0.35    0.38    0.40    0.79    0.44    0.18    0.04    0.04    0.05    0.05    0.06    0.07    0.06    0.06    2.29    2.68    0.49    0.45    0.45    0.40    0.41    0.45    0.46    0.85
   15 210   134     0     0    87.6    85.3     2.3     0.0   55.52   52.50    0.09    2.54    0.00   52.98   84.40   10.54    0.00    1.65     2.5     0.5    0.42    0.41    0.35    0.35    0.38    0.40    0.77    0.48    0.17    0.04    0.04    0.04    0.05    0.06    0.07    0.06    0.06    2.13    2.69    0.49    0.46    0.45    0.41    0.42    0.45    0.46    0.84
   15 211   135     0     0    87.4    85.2     2.2     0.0   56.00   52.92    0.09    2.54    0.00   53.47   85.01   10.54    0.00    1.47     2.5     0.5    0.43    0.42    0.36    0.36    0.39    0.40    0.76    0.50    0.16    0.04    0.04    0.04    0.05    0.06    0.07    0.06    0.06    1.97    2.69    0.50    0.47    0.46    0.41    0.42    0.45    0.46    0.82
   15 212   136     0     0    87.4    85.2     2.2     0.0   56.44   53.33    0.09    2.54    0.00   53.90   85.49   10.54    0.00    1.43     2.5     0.5    0.43    0.43    0.37    0.36    0.39    0.40    0.75    0.52    0.15    0.04    0.04    0.04    0.05    0.06    0.07    0.06    0.06    1.95    2.69    0.50    0.47    0.47    0.42    0.42    0.46    0.46    0.81
   15 213   137     0     0    87.4    85.2     2.2     0.0   56.86   53.74    0.09    2.54    0.00   54.33   85.90   10.54    0.00    1.49     2.5     0.5    0.44    0.43    0.37    0.37    0.39    0.40    0.74    0.53    0.14    0.04    0.04    0.04    0.05    0.06    0.07    0.06    0.06    2.01    2.69    0.51    0.48    0.47    0.42    0.43    0.46    0.46    0.80
   15 214   138     0     0    87.4    85.3     2.2     0.0   57.26   54.14    0.09    2.54    0.00   54.72   86.25   10.54    0.00    1.59     2.6     0.5    0.45    0.44    0.38    0.37    0.39    0.40    0.73    0.53    0.13    0.04    0.04    0.04    0.05    0.06    0.07    0.06    0.06    2.12    2.68    0.51    0.49    0.48    0.43    0.43    0.46    0.46    0.79
   15 215   139     0     0    87.5    85.4     2.1     0.0   57.66   54.53    0.09    2.54    0.00   55.12   86.57   10.54    0.00    1.70     2.6     0.5    0.45    0.45    0.39    0.38    0.40    0.40    0.72    0.53    0.12    0.04    0.04    0.04    0.05    0.06    0.07    0.05    0.06    2.23    2.68    0.52    0.49    0.49    0.43    0.44    0.46    0.46    0.78
   15 216   140     0     0    87.6    85.5     2.1     0.0   58.07   54.95    0.09    2.54    0.00   55.53   86.88   10.54    0.00    1.83     2.6     0.5    0.46    0.45    0.39    0.38    0.40    0.40    0.71    0.53    0.12    0.04    0.04    0.04    0.05    0.06    0.07    0.05    0.06    2.35    2.67    0.52    0.50    0.49    0.44    0.44    0.47    0.46    0.77
   15 217   141     0     0    87.8    85.7     2.1     0.0   58.50   55.38    0.09    2.54    0.00   55.96   87.17   10.54    0.00    1.96     2.6     0.5    0.47    0.46    0.40    0.39    0.41    0.41    0.71    0.52    0.11    0.04    0.04    0.04    0.05    0.06    0.06    0.05    0.06    2.47    2.67    0.53    0.51    0.50    0.45    0.45    0.47    0.46    0.77
   15 218   142     0     0    87.9    85.8     2.1     0.0   58.95   55.84    0.09    2.54    0.00   56.41   87.45   10.54    0.00    2.09     2.6     0.5    0.48    0.47    0.41    0.40    0.41    0.41    0.70    0.50    0.10    0.04    0.04    0.04    0.05    0.06    0.06    0.05    0.06    2.59    2.66    0.54    0.51    0.51    0.46    0.46    0.48    0.46    0.76
   15 219   143     0     0    88.1    86.1     2.1     0.0   59.42   56.32    0.09    2.54    0.00   56.88   87.72   10.54    0.00    2.21     2.6     0.5    0.49    0.48    0.42    0.41    0.42    0.41    0.70    0.48    0.08    0.04    0.04    0.04    0.04    0.05    0.06    0.05    0.06    2.69    2.66    0.55    0.52    0.52    0.47    0.46    0.49    0.47    0.76
   15 220   144     0     0    88.3    86.3     2.0     0.0   59.90   56.83    0.09    2.54    0.00   57.37   87.98   10.54    0.00    2.34     2.6     0.5    0.50    0.49    0.43    0.42    0.43    0.42    0.70    0.45    0.07    0.04    0.03    0.04    0.04    0.05    0.06    0.05    0.06    2.78    2.65    0.55    0.53    0.53    0.47    0.47    0.49    0.48    0.76
   15 221   145     0     0    88.6    86.6     2.0     0.0   60.47   57.38    0.09    2.54    0.00   57.93   88.25   10.54    0.00    2.49     2.6     0.5    0.51    0.50    0.44    0.43    0.44    0.43    0.70    0.47    0.06    0.04    0.03    0.04    0.04    0.05    0.06    0.05    0.06    2.96    2.64    0.56    0.54    0.54    0.48    0.48    0.50    0.48    0.76
   15 222   146     0     0    89.0    86.9     2.0     0.0   61.03   57.94    0.09    2.54    0.00   58.49   88.50   10.54    0.00    2.65     2.6     0.5    0.52    0.51    0.46    0.44    0.45    0.44    0.70    0.47    0.06    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.12    2.64    0.57    0.55    0.55    0.50    0.50    0.52    0.49    0.76
   15 223   147     0     0    89.3    87.3     2.0     0.0   61.59   58.51    0.09    2.54    0.00   59.06   88.75   10.54    0.00    2.81     2.6     0.5    0.53    0.52    0.47    0.46    0.46    0.44    0.70    0.46    0.05    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.27    2.63    0.58    0.56    0.56    0.51    0.51    0.53    0.50    0.76
   15 224   148     0     0    89.8    87.8     2.0     0.0   62.15   59.07    0.09    2.54    0.00   59.61   88.75   10.54    0.00    2.96     2.6     0.6    0.54    0.54    0.48    0.47    0.48    0.46    0.72    0.44    0.05    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.40    2.63    0.59    0.57    0.57    0.52    0.52    0.55    0.51    0.78
   15 225   149     0     0    90.4    88.4     2.0     0.0   62.69   59.62    0.09    2.54    0.00   60.15   88.75   10.54    0.00    3.10     2.6     0.6    0.55    0.55    0.49    0.49    0.50    0.48    0.74    0.42    0.05    0.03    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.52    2.62    0.60    0.58    0.58    0.53    0.54    0.57    0.53    0.80
   15 226   150     0     0    90.9    88.9     2.0     0.0   63.21   60.16    0.09    2.54    0.00   60.68   88.75   10.54    0.00    3.22     2.6     0.6    0.56    0.56    0.50    0.50    0.52    0.49    0.76    0.40    0.05    0.03    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.62    2.61    0.61    0.59    0.59    0.54    0.55    0.59    0.55    0.82
   15 227   151     0     0    91.6    89.5     2.1     0.0   63.90   60.73    0.09    2.54    0.00   61.36   88.75   10.54    0.00    3.39     2.6     0.6    0.57    0.57    0.52    0.52    0.54    0.51    0.77    0.57    0.04    0.03    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.97    2.61    0.62    0.60    0.60    0.55    0.57    0.61    0.57    0.83
   15 228   152     0     0    92.2    90.1     2.2     0.0   64.57   61.32    0.09    2.54    0.00   62.03   88.75   10.54    0.00    3.08     2.8     0.6    0.58    0.58    0.53    0.54    0.56    0.53    0.79    0.70    0.04    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.77    2.87    0.63    0.61    0.61    0.57    0.59    0.63    0.58    0.85
   15 229   153     0     0    93.0    90.6     2.4     0.0   65.33   61.88    0.09    2.54    0.00   62.80   88.75   10.54    0.00    2.78     3.1     0.6    0.59    0.59    0.54    0.55    0.58    0.54    0.81    0.93    0.08    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    3.72    3.15    0.63    0.62    0.62    0.58    0.60    0.64    0.60    0.87
   15 230   154     0     0    93.8    91.2     2.6     0.0   66.09   62.40    0.09    2.54    0.00   63.55   88.75   10.54    0.00    3.12     3.0     0.6    0.59    0.59    0.54    0.56    0.59    0.56    0.83    1.11    0.18    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    4.24    3.22    0.63    0.62    0.62    0.58    0.61    0.66    0.61    0.90
   15 231   155     0     0    94.5    91.7     2.8     0.0   66.84   62.97    0.09    2.54    0.00   64.31   88.75   10.54    0.00    4.34     2.7     0.6    0.59    0.58    0.54    0.57    0.60    0.57    0.88    1.23    0.26    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    5.57    2.96    0.65    0.62    0.61    0.58    0.62    0.67    0.63    0.94
   15 232   156     0     0    95.2    92.3     2.9     0.0   67.50   63.52    0.09    2.54    0.00   64.96   88.75   10.54    0.00    5.14     2.5     0.6    0.59    0.57    0.55    0.57    0.61    0.59    0.91    1.30    0.32    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    6.43    2.86    0.64    0.62    0.61    0.59    0.62    0.68    0.64    0.97
   15 233   157     0     0    95.8    92.8     2.9     0.0   68.10   64.06    0.09    2.54    0.00   65.56   88.75   10.54    0.00    5.41     2.6     0.6    0.59    0.58    0.55    0.58    0.63    0.60    0.93    1.32    0.36    0.04    0.03    0.03    0.04    0.05    0.06    0.05    0.06    6.73    2.94    0.65    0.62    0.61    0.59    0.63    0.69    0.65    0.99
